,function,run,seed,algo,func_val,pop_size,max_iter,best_iter
0,Ackley,1,88,NormGA,16.52203725207312,15,10,10
1,Ackley,1,88,imprvGA,7.345417013443589,15,10,10
2,Ackley,1,88,PSO,8.550763669647793,15,10,10
3,Ackley,1,88,BBO,15.171841011518415,15,10,10
4,Ackley,2,751,NormGA,18.501305931135082,15,10,10
5,Ackley,2,751,imprvGA,13.768968464686846,15,10,10
6,Ackley,2,751,PSO,10.187146746778035,15,10,10
7,Ackley,2,751,BBO,15.88518677832371,15,10,10
8,Ackley,3,405,NormGA,6.593599079287213,15,10,10
9,Ackley,3,405,imprvGA,5.448111429775871,15,10,10
10,Ackley,3,405,PSO,3.6599886805076656,15,10,10
11,Ackley,3,405,BBO,6.593599079287213,15,10,10
12,Ackley,4,19,NormGA,7.619096172627902,15,10,10
13,Ackley,4,19,imprvGA,12.642411176571153,15,10,10
14,Ackley,4,19,PSO,8.324058104323266,15,10,10
15,Ackley,4,19,BBO,12.642411176571153,15,10,10
16,Ackley,5,618,NormGA,19.00425863264272,15,10,10
17,Ackley,5,618,imprvGA,10.243575215908807,15,10,10
18,Ackley,5,618,PSO,10.560430159212189,15,10,10
19,Ackley,5,618,BBO,13.187907701361581,15,10,10
20,Sphere,1,88,NormGA,0.5406110149694549,15,10,10
21,Sphere,1,88,imprvGA,9.007613082506522,15,10,10
22,Sphere,1,88,PSO,0.13040600892759202,15,10,10
23,Sphere,1,88,BBO,101.0,15,10,10
24,Sphere,2,751,NormGA,9.085069717900453,15,10,10
25,Sphere,2,751,imprvGA,29.727014519886993,15,10,10
26,Sphere,2,751,PSO,2.5787549874278146,15,10,10
27,Sphere,2,751,BBO,125.0,15,10,10
28,Sphere,3,405,NormGA,7.63258746308062,15,10,10
29,Sphere,3,405,imprvGA,4.1676705964414715,15,10,10
30,Sphere,3,405,PSO,2.2595503370802845,15,10,10
31,Sphere,3,405,BBO,8.0,15,10,10
32,Sphere,4,19,NormGA,72.22712229633058,15,10,10
33,Sphere,4,19,imprvGA,50.0,15,10,10
34,Sphere,4,19,PSO,67.33205806224123,15,10,10
35,Sphere,4,19,BBO,50.0,15,10,10
36,Sphere,5,618,NormGA,100.72195061988295,15,10,10
37,Sphere,5,618,imprvGA,19.979327670730218,15,10,10
38,Sphere,5,618,PSO,24.12392011049834,15,10,10
39,Sphere,5,618,BBO,85.0,15,10,10
40,Rosenbrock,1,88,NormGA,916.0,15,10,10
41,Rosenbrock,1,88,imprvGA,532.6723012825208,15,10,10
42,Rosenbrock,1,88,PSO,156.93060714767674,15,10,10
43,Rosenbrock,1,88,BBO,916.0,15,10,10
44,Rosenbrock,2,751,NormGA,9.171063951809579,15,10,10
45,Rosenbrock,2,751,imprvGA,909.0,15,10,10
46,Rosenbrock,2,751,PSO,1121.5775178722556,15,10,10
47,Rosenbrock,2,751,BBO,2509.0,15,10,10
48,Rosenbrock,3,405,NormGA,776.8408271458951,15,10,10
49,Rosenbrock,3,405,imprvGA,43.52478920367501,15,10,10
50,Rosenbrock,3,405,PSO,10.847241350585005,15,10,10
51,Rosenbrock,3,405,BBO,181.0,15,10,10
52,Rosenbrock,4,19,NormGA,67.43916532642075,15,10,10
53,Rosenbrock,4,19,imprvGA,20.380621219918567,15,10,10
54,Rosenbrock,4,19,PSO,24.7945005433446,15,10,10
55,Rosenbrock,4,19,BBO,909.0,15,10,10
56,Rosenbrock,5,618,NormGA,10492.478570859788,15,10,10
57,Rosenbrock,5,618,imprvGA,96.11329088059156,15,10,10
58,Rosenbrock,5,618,PSO,65.9865659646584,15,10,10
59,Rosenbrock,5,618,BBO,12164.0,15,10,10
60,StyblinskiTang,1,88,NormGA,-31.20762959432723,15,10,10
61,StyblinskiTang,1,88,imprvGA,-63.75186689054733,15,10,10
62,StyblinskiTang,1,88,PSO,-63.2990646136021,15,10,10
63,StyblinskiTang,1,88,BBO,4136.0,15,10,10
64,StyblinskiTang,2,751,NormGA,40438.49800573244,15,10,10
65,StyblinskiTang,2,751,imprvGA,108.75152467716171,15,10,10
66,StyblinskiTang,2,751,PSO,277.8352281139953,15,10,10
67,StyblinskiTang,2,751,BBO,346.0,15,10,10
68,StyblinskiTang,3,405,NormGA,-67.9793789815011,15,10,10
69,StyblinskiTang,3,405,imprvGA,-62.59111627334345,15,10,10
70,StyblinskiTang,3,405,PSO,-69.24484077475677,15,10,10
71,StyblinskiTang,3,405,BBO,-58.0,15,10,10
72,StyblinskiTang,4,19,NormGA,780.9381719489073,15,10,10
73,StyblinskiTang,4,19,imprvGA,766.1467132052688,15,10,10
74,StyblinskiTang,4,19,PSO,603.9931244370769,15,10,10
75,StyblinskiTang,4,19,BBO,-68.0,15,10,10
76,StyblinskiTang,5,618,NormGA,4270.981257936879,15,10,10
