,run,train acc,test acc,n,m
0,1,1.0,0.9649122807017544,31,6
1,2,0.9956043956043956,0.956140350877193,13,9
2,3,1.0,0.9736842105263158,167,18
3,4,1.0,0.956140350877193,145,15
4,5,1.0,0.9649122807017544,54,13
5,6,1.0,0.956140350877193,19,2
6,7,1.0,0.9736842105263158,118,7
7,8,1.0,0.9736842105263158,197,12
8,9,1.0,0.9649122807017544,136,11
9,10,1.0,0.9649122807017544,54,8
10,11,1.0,0.9298245614035088,45,4
11,12,1.0,0.9473684210526315,78,4
12,13,1.0,0.9736842105263158,122,17
13,14,1.0,0.9736842105263158,124,5
14,15,1.0,0.9649122807017544,36,16
15,16,1.0,0.9649122807017544,105,18
16,17,1.0,0.9736842105263158,118,10
17,18,1.0,0.9649122807017544,120,18
18,19,1.0,0.9736842105263158,167,18
19,20,1.0,0.9649122807017544,135,19
20,21,1.0,0.9649122807017544,192,9
21,22,1.0,0.9736842105263158,167,18
22,23,1.0,0.9649122807017544,193,12
23,24,1.0,0.9649122807017544,152,18
24,25,1.0,0.9824561403508771,125,7
25,26,1.0,0.9649122807017544,104,15
26,27,1.0,0.9736842105263158,197,6
27,28,1.0,0.9736842105263158,167,7
28,29,1.0,0.9736842105263158,153,17
29,30,1.0,0.9824561403508771,125,7
30,31,1.0,0.9736842105263158,160,14
31,32,1.0,0.9736842105263158,145,3
32,33,1.0,0.9649122807017544,147,16
33,34,1.0,0.9736842105263158,154,18
34,35,1.0,0.9736842105263158,167,17
35,36,0.9978021978021978,0.956140350877193,16,16
36,37,1.0,0.9649122807017544,151,18
37,38,1.0,0.9736842105263158,125,8
38,39,1.0,0.9824561403508771,125,7
39,40,1.0,0.9736842105263158,125,10
40,41,1.0,0.956140350877193,32,10
41,42,1.0,0.9736842105263158,120,7
42,43,1.0,0.9736842105263158,118,7
43,44,1.0,0.9736842105263158,25,7
44,45,0.9978021978021978,0.956140350877193,10,7
45,46,1.0,0.9736842105263158,118,7
46,47,1.0,0.9824561403508771,125,7
47,48,1.0,0.9298245614035088,44,4
48,49,1.0,0.9824561403508771,125,16
49,50,1.0,0.9649122807017544,118,15
50,51,1.0,0.9736842105263158,118,9
51,52,1.0,0.9736842105263158,167,6
52,53,1.0,0.9649122807017544,128,13
53,54,1.0,0.9736842105263158,125,13
54,55,1.0,0.9649122807017544,148,9
55,56,1.0,0.9736842105263158,168,6
56,57,1.0,0.9824561403508771,125,7
57,58,1.0,0.9824561403508771,125,7
58,59,1.0,0.9824561403508771,125,7
59,60,1.0,0.9736842105263158,170,18
60,61,1.0,0.9649122807017544,67,18
61,62,1.0,0.9736842105263158,63,5
62,63,1.0,0.9385964912280702,47,1
63,64,1.0,0.9473684210526315,145,2
64,65,1.0,0.9736842105263158,126,17
65,66,1.0,0.9736842105263158,167,7
66,67,1.0,0.9824561403508771,125,16
67,68,1.0,0.9736842105263158,125,8
68,69,1.0,0.9736842105263158,100,7
69,70,1.0,0.9649122807017544,125,19
70,71,1.0,0.9736842105263158,150,16
71,72,1.0,0.9736842105263158,125,8
72,73,1.0,0.9736842105263158,167,17
73,74,1.0,0.9824561403508771,125,7
74,75,1.0,0.9736842105263158,125,14
75,76,1.0,0.9649122807017544,148,16
76,77,1.0,0.9736842105263158,156,16
77,78,1.0,0.9473684210526315,174,2
78,79,1.0,0.9736842105263158,117,7
79,80,1.0,0.9649122807017544,40,16
80,81,1.0,0.956140350877193,24,10
81,82,1.0,0.9736842105263158,125,10
82,83,1.0,0.9736842105263158,125,9
83,84,1.0,0.9736842105263158,125,8
84,85,1.0,0.9736842105263158,125,10
85,86,1.0,0.9736842105263158,29,7
86,87,0.9956043956043956,0.956140350877193,6,16
87,88,1.0,0.9736842105263158,108,7
88,89,1.0,0.9649122807017544,125,15
89,90,1.0,0.9824561403508771,125,16
90,91,1.0,0.9824561403508771,151,7
91,92,0.9978021978021978,0.9649122807017544,17,16
92,93,1.0,0.9824561403508771,125,16
93,94,1.0,0.9649122807017544,41,16
94,95,1.0,0.9736842105263158,99,16
95,96,1.0,0.9824561403508771,125,16
96,97,1.0,0.9736842105263158,125,13
97,98,1.0,0.9473684210526315,130,2
98,99,1.0,0.9824561403508771,125,16
99,100,1.0,0.9824561403508771,125,16
100,101,1.0,0.9824561403508771,160,7
101,102,1.0,0.956140350877193,160,4
102,103,1.0,0.9736842105263158,106,10
103,104,1.0,0.9649122807017544,125,3
104,105,1.0,0.9649122807017544,91,15
105,106,1.0,0.9736842105263158,193,16
106,107,0.9978021978021978,0.9736842105263158,20,9
107,108,1.0,0.9736842105263158,111,7
108,109,1.0,0.9649122807017544,123,3
109,110,1.0,0.9824561403508771,198,7
110,111,1.0,0.9824561403508771,125,16
111,112,1.0,0.9736842105263158,30,16
112,113,1.0,0.9736842105263158,125,13
113,114,1.0,0.9736842105263158,90,5
114,115,1.0,0.9824561403508771,193,7
115,116,1.0,0.9649122807017544,125,15
116,117,1.0,0.9736842105263158,125,10
117,118,1.0,0.9649122807017544,132,14
118,119,1.0,0.9649122807017544,125,18
119,120,1.0,0.9736842105263158,151,9
120,121,1.0,0.9824561403508771,125,7
121,122,1.0,0.9736842105263158,28,16
122,123,1.0,0.9824561403508771,125,7
123,124,1.0,0.9824561403508771,125,7
124,125,1.0,0.9736842105263158,28,12
125,126,1.0,0.9824561403508771,125,7
126,127,1.0,0.9649122807017544,125,3
127,128,1.0,0.9736842105263158,23,7
128,129,1.0,0.9736842105263158,56,16
129,130,1.0,0.9649122807017544,183,11
130,131,1.0,0.9649122807017544,125,15
131,132,1.0,0.9649122807017544,125,3
132,133,1.0,0.9824561403508771,192,7
133,134,1.0,0.9824561403508771,125,7
134,135,1.0,0.9736842105263158,125,12
